Title,Author,Year,Longitude,Latitude,Pages,Num Pages,DOI,Volume,Issue,Publisher
Spatio-temporal patterns of C : N : P ratios in the northern Benguela upwelling system,"Flohr, A., van der Plas, A.K., Emeis, K.-C., Mohrholz, V., Rixen, T. ",2014,13.416501,-12.590516,,885-897,10.5194/bg-11-885-2014,11,,Biogeosciences 
Effects of depth and ultraviolet radiation on coral reef turf algae. ,"Fricke, A., Teichberg, M., Nugues, M.N., Beilfuss, S., Bischof, K",2014,-68.99002,12.16957,,73-84,10.1016/j.jembe.2014.07.017,461,,Journal of Experimental Marine Biology and Ecology 
Factors influenting particulate lipid production in the East Atlantic Ocean,"Ga_parovi_, B., Frka, S., Koch, B.P., Zhu, Z.Y., Bracher, A., Lechtenfeld, O.J., Neogi, S.B., Lara, R.J., Kattner, G. ",2014,8.84598,53.106758,,56-67,10.1016/j.dsr.2014.05.005,89,,Deep-Sea Research 
Towards a framework for cross-scale and multi-level analysis of coastal and marine social-ecological systems dynamics. ,"Glaser, M., Glaeser, B. ",2014,72.850719,19.027486,,2039-2052,10.1007/s10113-014-0637-5,14,6,Regional Environmental Change 
"Impact of pond aquaculture effluents on seagrass performance in NE Hainan, tropical China","Herbeck, L.S., Sollich, M., Unger, D., Holmer, M., Jennerjahn, T.C. ",2014,109.500576,19.511273,,190-203,10.1016/j.marpolbul.2014.05.050,85,,Marine Pollution Bulletin 
Nutrient availability affects the response of the calcifying chlorophyte Halimeda opuntia (L.) J.V. Lamouroux to low pH,"Hofmann, L.C., Heiden, J., Bischof, K., Teichberg, M",2014,-68.99002,12.16957,,231-242. ,10.1007/s00425-013-1982-1,239,,Planta
In-situ effects of simulated overfishing and eutrophication on settlement of benthic coral reef invertebrates in the Central Red Sea,"Jessen, C., Voolstra, C.R., Wild C. ",2014,38.512573,20.280232,,,10.7717/peerj.339,2,,PeerJ
The correlation between wet and dry weight of intestine and body without intestine of sea cucumber (Holothuria scabra). ,"Indriana, L.F., Kunzmann, A. ",2014,8.84598,53.106758,,51-54,,9,1,Indonesian Aquaculture Journal 
Particulate organic matter dynamics in coastal systems of the northern Beibu Gulf,"Kaiser, D., Unger, D., Qiu, G. ",2014,110.152717,22.62061,,99-118,10.1016/j.csr.2014.04.006,82,,Continental Shelf Research 
"Perceptions on the shifting baseline among coastal fishers of Tanga, Northeast Tanzania","Katikiro, R.E. ",2014,34.888822,-6.369028,,23-31,10.1016/j.ocecoaman.2014.01.009,91,,Ocean & Coastal Management 
Challenges facing local comunities in Tanzania in realising locally-managed marine areas. ,"Katikiro, R., Macusi, E.D., Ashoka Deepananda, K.H.M. ",2014,34.888822,-6.369028,,220-229. ,10.1016/j.marpol.2014.08.004,51,,Marine Policy 
"). Facies patterns of a tropical heterozoan carbonate platform under eutrophic conditions: the Banc d’Arguin, Mauritania","Klicpera, A., Michel, J., Westphal, H. ",2014,-10.940835,21.00789,,,10.1007/s10347-014-0421-5,61,421,Facies
An environmental assessment of the parasite fauna of the reef-associated grouper Epinephelus areolatus from Indonesian waters,"Kleinertz, S., Damriyasa, I.M., Hagen, W., Theisen, S., Palm, H.W. ",2014,-10.940835,21.00789,,50-63,10.1017/S0022149X12000715,88,1,Journal of Helminthology 
Comparative growth and mortality of cultured Lion’s Paw scallops (Nodipecten subnodosus) fom Gulf of California and Pacific populations and their reciprocal transplants,"Koch, V., Rengstorf. A., Taylor, M., Mazón-Suástegui, J., Sindel, F., Wolff, M",2014,-111.666072,26.044445,,185-201,: 10.1111/are.12175,46,1,Aquaculture Research 
Seasonal baseline of nutrients and stable isotopes in a saline lake of Argentina: biogeochemical processes and river runoff effects,"Kopprio, G.A., Kattner, G., Freije, R.H., De Paggi, S.J., Lara, R.J. ",2014,-63.616672,-38.416097,,3139-3148,10.1007/s10661-013-3606-4.,186,5,Environmental Monitoring and Assessment 
An ecohydrological adaptive approach to a salt lake in the semiarid grasslands of Argentina: future management perspectives,"Kopprio, G.A., Freije, R.H., Arias-Schreiber, M., Lara, R.J. ",2014,-63.616672,-38.416097,,229-238,10.1007/s11625-013-0207-7,9,,Sustainability Science 
Aqueous extracts of the marine brown alga Lobophora variegata inhibit HIV-1 infection at the level of virus entry into cells,"Kremb, S., Helfer, M., Kraus, B., Wolff, H., Wild, C., Schneider, M., Voolstra, C.R., Brack-Werner, R. ",2014,-88.49765,17.189877,,,10.1371/journal.pone.0103895,9,8,Plos One 
Colored ceramic foams with tailored pore size and surface functionalization used as spawning plates for fish breeding,"Kroll, S., Soltmann, C., Koch, D., Kegler, P., Kunzmann, A., Rezwan, K. ",2014,8.84598,53.106758,,15763-15773,10.1016/j.ceramint.2014.07.100,40,10,Ceramics International 
Intertidal migration of the four-eyed fish Anableps anableps in North Brazilian mangrove creeks,"Krumme, U., Audfroid Calderón, M., Echterhoff, A. ",2014,-58.37169,-2.095318,,271-287,10.3354/meps10863,509,,Marine Ecology Progress Series 
"It's not you, it's me: an experimental study of employers' wage setting behavior","Kulesz, M.M., Dittrich, D.A.V. ",2014,8.84598,53.106758,,1156-1164,,34,4,Economics Bulletin 
Intergenerational cooperation: an experimental study on beliefs. ,"Kulesz, M.M.; Dittrich, D.A.V. ",2014,8.84598,53.106758,,,,,,MPRA Paper 
 Reviewing the status of coral reef ecology of the Red Sea: key topics and relevant research,"Loya, Y., Genin, A., el-Zibdeh, M., Naumann, M.S., Wild, C",2014,38.512573,20.280232,,1179-1180,10.1007/s00338-014-1170-1,33,4,Coral reefs 
 Eroding battlefields: land degradation in Java reconsidered,"Lukas, M.C. ",2014,110.140259,-7.150975,,87-100,10.1016/j.geoforum.2014.06.010,56,,Geoforum 
"Feeding behavior and diet of the eight-banded butterflyfish Chaetodon octofasciatus in the Thousand Islands, Indonesia. ","Madduppa, H.H., Zamani, N.P., Subhan, B., Aktani, U., Ferse, S.C.A. ",2014,106.507198,-5.798527,,1353-1365,10.1007/s10641-014-0225-z,97,12,Environmental Biology of Fishes 
Assessing long-term changes in the beach width of reef islands based on temporally fragmented remote sensing data,"Mann, T., Westphal, H. ",2014,156.977778,-4.75,,6961-6967. ,10.3390/rs6086961,6,,Remote Sensing 
Sustaining diversity in trait-based models of phytoplankton communities. ,"Merico, A., Brandt, G., Smith, S.L., Oliver, M. ",2014,8.84598,53.106758,,,10.3389/fevo.2014.00059,2,59,Frontiers in ecology and evolution 
 Seasonal dynamics of Vibrio cholerae and its phages in riverine ecosystem of Gangetic West Bengal: cholera paradigm,"Mookerjee, S., Jaiswal, A., Batabyal, P., Einsporn, M.H., Lara, R.J., Sarkar, B., Neogi, S.B., Palit, A. ",2014,87.854976,22.986757,,6241-6250,10.1007/s10661-014-3851-1,186,10,Environmental Monitoring and Assessment 
Species-specific physiological response by the cold-water corals Lophelia pertusa and Madrepora oculata to variations within their natural temperature range,"Naumann, M.S., Orejas. C., Ferrier-Pagès, C. ",2014,10.180184,54.327126,,36-41 ,10.1016/j.dsr2.2013.05.025,99,,Deep-Sea Research 
The role of wetland microinvertebrates in spreading human diseases,"Neogi, S.B., Yamasaki, S., Alam, M., Lara, R.J. ",2014,8.84598,53.106758,,469-491,10.1007/s11273-014-9373-3,22,,Wetlands Ecology and Management 
Reproducción del camarón rosado Farfantepenaeus notialis (Decapoda: Penaeidae) en el Caribe colombiano,"Paramo, J., Pérez, D., Wolff, M. ",2014,-81.034814,34.00071,,513–521,,62,2,Revista de Biología Tropical 
"Observation of macroalgal browsing in juvenile humphead parrotfish, Bolbometopon muricatum, in the Spermonde Archipelago, Indonesia","Plass-Johnson, J.G., Ferse, S.C.A., Wild, C., Teichberg, M. ",2014,119.114444,-4.875556,,1-2,10.5343/bms.2014.1006,90,3,Bulletin of Marine Science 
Eleven month high resolution pollen and spore sedimentation record off SW Java in the Indian Ocean,"Poliakova, A., Rixen, T., Jennerjahn, T., Behling, H. ",2014,-106.657964,35.085166,,90-99,10.1016/j.marmicro.2014.06.006,111,,Marine Micropaleontoloy
Burrows of the semi-terrestrial crab Ucides cordatus enhance CO2 release in a North Brazilian mangrove forest. ,"Pülmanns, N., Diele, K., Mehlig, U., Nordhaus, I. ",2014,-58.37169,-2.095318,,,10.1371/journal.pone.0109532,9,10,PLoS ONE 
Ocean acidification rapidly reduces dinitrogen fixation associated with the hermatypic coral Seriatopora hystrix,"Rädecker, N., Meyer, F.W., Bednarz, V.N., Cardini, U., Wild, C. ",2014,8.84598,53.106758,,297-302,10.3354/meps10912,511,,Marine Ecology Progress Series 
"Foraminiferal assemblages from a transitional tropical upwelling zone in the Golfe d’Arguin, Mauritania","Reymond, C., Mateu-Vicens, G., Westphal, H. ",2014,-16.252214,20.598559,,70-84,10.1016/j.ecss.2014.05.034,148,,"Estuarine, Coastal and Shelf Science "
Editorial overview: environmental change issues: coral reefs sustainabilityand its challenges,"Riegl, B., Tsounis, G. ",2014,8.84598,53.106758,,4-7,10.1016/j.cosust.2014.02.001,7,,Current Opinion in Environmental Sustainability 
Seasonal and interannual variations in the nitrogen cycle in the Arabian Sea,"Rixen, T., Baum, A., Gaye, B., Nagel, B. ",2014,64.33717,12.250151,,5733-5747. ,10.5194/bg-11-5733-2014,11,,Biogeosciences 
Mitochondrial DNA reveals population structuring in Macrodon atricauda (Perciformes: Sciaenidae): a study covering the whole geographic distribution of the species in the southwestern Atlantic. ,"Rodrigues, R., Santos, S., Haimovici, M., Saint-Paul, U., Schneider, H., Sampaio, I. ",2014,-77.016318,38.884621,,150-156 ,10.3109/19401736.2013.792053,25,2,Mitochondrial DNA 
Influence of electrical fields on the performance of Acropora coral transplants on two different designs of structures. ,"Romatzki, S.B.C. ",2014,8.84598,53.106758,,449–459,10.1080/17451000.2013.814794,10,5,Marine Biology Research 
"Calcification, photosynthesis and nutritional status of the hermatypic coral Porites lutea: constrasting case studies from Indonesia and Thailand. ","Sawall, Y., Khokiattiwong, S., Jompa, J., Richter, C. ",2014,8.84598,53.106758,,1-10,,16,,Galaxea
Fishing the last frontier: the introduction of the marine aquarium trade and its impact on local fishing communities in Papua New Guinea,"Schwerdtner Máñez, K., Dandava, L., Ekau, W. ",2014,143.95555,-6.314993,,279-286,10.1016/j.marpol.2013.09.018,44,,Marine Policy 
The future of the oceans past: towards a global marine historical research initiative. ,"Schwerdtner Máñez, K., Holm, P., Blilght, L., Coll, M., MacDiarmid, A., Ojaveer, H., Poulsen, B., Tull, M",2014,8.84598,53.106758,,,10.1371/journal.pone.0101466,9,7,Plose One 
"The gordian knot of mangrove conservation: disentangling the role of scale, services and benetifs. ","Schwerdtner Máñez, K., Krause, G., Ring, I., Glaser, M",2014,-51.92528,-14.235004,,120-128,10.1016/j.gloenvcha.2014.06.008,28,,Global Environmental Change 
" Bycatch and directed harvest drive high green turtle mortality at Baja California Sur, Mexico","Senko, J., Mancini, A., Seminoff, J.A., Koch, V",2014,-111.666072,26.044445,,24-30,10.1016/j.biocon.2013.10.017,169,,Biological Conservation 
Microphytobenthos sustain fish food webs in intertidal arid habitats: a comparison between mangrove-lines and un-vegetated creeks in the Persian Gulf,"Shahraki, M., Fry, B., Krumme, U., Rixen, T. ",2014,55.891321,26.811867,,203-212,10.1016/j.ecss.2014.08.017,149,,"Estuarine, Coastal and Shelf Science "
Sizing-up nutrient uptake kinetics: combining a physiological trade-off with size scaling of phytoplankton traits. ,"Smith, S.L., Merico, A., Hohn, S., Brandt, G. ",2014,8.84598,53.106758,,33-39,10.3354/meps10903,511,,Marine Ecology Progress Series 
Leaving misleading legacies behind in plankton ecosystem modelling,"Smith, S.L., Merico, A., Wirtz, K.W., Pahlow, M. ",2014,8.84598,53.106758,,613-620,10.1093/plankt/fbu011,36,3,Journal of Plankton Research 
. River health and community health: a collaborative action-oriented social-ecological analysis. ,"Suhren, E.J., Devita, F., Prüter, K., Tarumun, S., Glaser, M., Glaeser, B. ",2014,8.84598,53.106758,,51-66.,,11,1,Asian Journal of Water Environment and Pollution 
"A water movement study in Lianzhou Bay, Guangxi Province, China","Sun, T., Macrander, A., Kaiser, D. ",2014,109.222719,21.68266,,13-22. ,10.1007/s11802-014-1963-4,13,1,Journal of Ocean University of China 
The state of inland fisheries in Ethiopia: a synopsis with updated estimates of potential yield. ,"Tesfaye, G., Wolff, M. ",2014,40.489673,9.145,,200-219,10.1016/j.ecohyd.2014.05.001,14,,International Journal of Ecohydrology & Hydrobiology 
Evolving trends in the Kenyan artisanal reef fishery and its implications for fisheries management. ,"Tuda, P., Wolff, M. ",2014,37.906193,-0.023559,,36-44,,104,,Ocean and Coastal Management 
Oceanographic and climatic variation drive top-down/bottom-up coupling in the Galapagos intertidal meta-ecosystem. ,"Vinueza, L.R., Menge, B.A., Ruiz, D., Palacios, D.M. ",2014,-90.965602,-0.953769,,411-434,10.1890/13-0169.1,84,3,Ecological Applications 
"Turf algae-mediated coral damage in coastal reefs of Belize, Central America","Wild, C., Jantzen, C., Kremb, S.G. ",2014,-88.49765,17.189877,,,10.7717/peerj.571,2,,PeerJ
Massive coral tisue ablations in reefs of Pacific Costa Rica,"Wild, C., Rixen, T., Sanchez-Noguera, S., Stuhdreier, I., Jimenez, C., Merico, A. ",2014,-83.753428,9.748917,,13-14,10.3755/galaxea.16.13,16,,Galaxea 
A new model for the calcification of the green macro-alga Halimeda opuntia (Lamouroux). ,"Wizemann, A., Meyer, F.W., Westphal, H. ",2014,8.84598,53.106758,,951-964. ,10.1007/s00338-014-1183-9,33,4,Coral Reefs 
"Distribution, food preference, and trophic position of the corallivorous fireworm Hermodice carunculata in a Caribbean coral reef. ","Wolf, A.T., Nugues, M.M., Wild, C. ",2014,-69.944193,12.44445,,1153-1163. ,10.1007/s00338-014-1184-8.,33,4,Coral reefs 
"Cross-scale and multi-level mismatch problems in marine natural resources anagement: case studies in the Penghu Archipelago, Taiwan","Wu, C.-C. ",2014,119.505278,23.5025,,2079-2087,10.1007/s10113-013-0436-4,14,6,Regional Environmental Change 
"Growth, mortalities and exploitation rates of Alestes baremoze (Joannis, 1835), Brycinus nurse (Rüppell, 1832) and Schilbe intermedius (Rüppell 1832) from the lower reaches of the White Volta river (Yapei), Ghana","Abobi, S. M., Ekau, W. ",2014,0.371311,6.036518,,1-10,,2,1,Journal of Agriculture and Biodiversity Research 
"Length-weight relationships and condition factors of Alestes baremoze, Brycinus nurse and Schilbe intermedius from the lower reaches of White Volta River (Yapei), Ghana. International ","Abobi, S. M.; Ekau, W. ",2013,0.371311,6.036518,,152-165,10.5897/IJFA2012.0001,5,6,International Journal of Fisheries and Aquaculture 
"Catch per unit effort (CPUE) and water level variations in the lower reaches of the White VoltaRiver (Yapei), Ghana","Abobi, S. M., Ekau, W., Wolff, M., Blay, J., Campion, B. ",2013,0.371311,6.036518,,2870-2876,10.5897/AJAR2013.6898,8,23,African Journal of Agricultural Research  
Biogeographical patterns of phytoplankton community size structure in the oceans. ,"Acevedo-Trejos, E., Brandt, G., Merico, A., Smith, S.L. ",2013,-28.673147,-14.599413,,1060-1070,10.1111/geb.12071,22,9,Global Ecology and Biogeography 
"History of development and attendant environmental changes in the Brantas river basin, Java, Indonesia, since 1970","Adi, S., Jänen, I., Jennerjahn, T.C. ",2013,107.28277,-6.300029,,5-15,,10,1,"Asian Journal of Water, Environment and Pollution "
The curious case of Hermodice carunculata (Annelida: Amphinomidae): evidence for genetic homogeneity throughout the Atlantic Ocean and adjacent basins. ,"Ahrens, J., Borda, E., Barroso, R., Paiva, P., Campbell, A., Wolf, A.T., Nugues, M.M., Rouse, G., Schulze, A. ",2013,-73.95833,40.772551,,2280-2291,10.1111/mec.12263,22,8,Molecular Ecology 
Uncommon among the commons? Disentangling the sustainability of the Peruvian anchovy fishery,"Arias Schreiber, M., Halliday, A. ",2013,-77.114739,-12.068508,,,10.5751/ES-05319-180212,18,2,Ecology and Society 
"Impact of the conversion of mangroves into aquaculture ponds on the sedimentary organic matter composition in a tidal flat estuary (Hainan Island, China","Bao, H., Wu, Y., Unger, D., Du, J., Herbeck, L.S., Zhang, J. ",2013,109.949686,19.566395,,82-91,10.1016/j.csr.2012.06.016,57,,Continental Shelf Research 
Bleaching susceptibility and recovery of Colombian Carribean corals in response to water current exposure and seasonal upwelling,"Bayraktarov, E., Pizarro, V., Eidens, C., Wilke, T., Wild, C. ",2013,-75.545273,10.420815,,,10.1371/journal.pone.0080536,8,11,Plos One 
"Spatiotemporal variability of  sedimentary organic matter supply and recycling processes in coral  reefs of Tayrona National Natural Park, Colombian Caribbean. Biogeosciences Discuss ","Bayraktarov, E., Wild, C. ",2013,-74.151651,11.288242,,19895-19933,10.5194/bgd-10-19895-2013,10,,Biogeosciences Discuss 
"Sources and spatial distribution of heavy metals in scleractinian coral tissues and sediments from the Bocas del Toro Archipelago, Panama","Berry, K.L.E., Seemann, J., Dellwig, O., Struck, U., Wild, C., Leinfelder, R.R. (",2013,-82.166667,9.333333,,9089-9099,10.1007/s10661-013-3238-8,185,11,Environmental Monitoring and Assessment 
Tipping points and user-resource system collapse in a simple model of evolutionary dynamics,"Brandt, G., Merico, A",2013,8.84598,53.106758,,46-52. ,10.1016/j.ecocom.2012.12.003,13,,Ecological Complexity 
Mangrove fish assemblages from under-represented regions and the measurement of ecological equivalence: comment on sheaves. ,"Castellanos-Galindo, G.A., Krumme, U. ",2013,8.84598,53.106758,,299-302,10.3354/meps10242,474,,Marine Ecology Progress Series 
"Tidal, diel and seasonal effects on intertidal mangrove fish in a high-rainfall area of the Tropical Eastern Pacific. ","Castellanos-Galindo, G.A., Krumme, U. ",2013,8.84598,53.106758,,249-265,10.3354/meps10512,494,,Marine Ecology Progress Series 
Spatial variability of mangrove fish assemblage composition in the tropical eastern Pacific Ocean,"Castellanos-Galindo, G.A., Krumme, U., Rubio, E.A., Saint-Paul, U. ",2013,-124.508523,-8.783195,,69-86,10.1007/s11160-012-9276-4,23,1,Reviews in Fish Biology and Fisheries 
"Distribution of mangrove vegetation along inundation, phosphorus, and salinity gradients on the Bragança peninsula in Northern Brazil","Cordeiro Da Cruz, C., Neira Mendoza, U., Barbosa Queiroz, J., Berrêdo, J.F., Vilar Da Costa Neto, S., Lara, R.J. ",2013,-51.92528,-14.235004,,393-406,10.1007/s11104-013-1619-y,370,,Plant Soil 
"Distribution and reproductive biology of the lentil bobtail squid, Rondeletiola minor (Cephalopoda: Sepiolidae) from the Portuguese Atlantic Coast","Czudaj, S., Pereira, J., Moreno, A., Saint-Paul, U., Rosa, R. ",2013,-8.224454,39.399872,,802-808,10.1080/17451000.2013.765583,9,8,Marine Biology Research 
Are boat strikes a threat to sea turtles in the Galapagos marine reserve? ,"Denkinger, J., Parra, M., Muñoz, J.P., Carrasco, C., Murillo, J.C., Espinosa, E., Rubianes, F., Koch, V. ",2013,-89.608683,-0.908027,,29-35. ,10.1016/j.ocecoaman.2013.03.005,80,,Ocean & Coastal Management 
"Impact of typhoon disturbance on key ecosystem engineers in a monoculture mangrove forest plantation, Can Gio Biosphere Reserve, Vietnam. ","Diele, K., Tran Ngoc, D.M., Geist, S.J., Meyer, F.W., Pham, Q.H., Saint-Paul, U., Triet, T., Berger, U. ",2013,-93.721144,32.539509,,236-248,10.1016/j.gloplacha.2012.09.003,110,B,Global and Planetary Change 
"Assessment of heavy metals in water samples and tissues of edible fish species from Awassa and Koka Rift Valley Lakes, Ethiopia. ","Dsikowitzky, L., Mengesha, M., Dadebo, E., Veiga de Carvalho, C.E., Sindern, S. ",2013,38.527031,7.529289,,3117-3131,10.1007/s10661-012-2777-8,185,4,Environmental Monitoring and Assessment 
"Does trophic status enhance or reduce the thermal tolerance of scleractinian corals? A review, experiment and conceptual framework","Fabricius, K., Cséke, S., Humphrey, C., De'ath, G. ",2013,148.718051,-20.102745,,,10.1371/journal.pone.0054399,8,1,Plos One 
Examining the use of mass transplantation of brooding and spawning corals to support coral natural recruitment in Sulawesi/Indonesia,"Ferse, S.C.A., Nugues, M.M., Romatzki, S.B.C., Kunzmann, A ",2013,120.5279,-1.8479,,745-754. ,10.1111/rec.12004,21,6,Restoration Ecology 
Sustainable livelihoods approach in tropical coastal and marine social-ecological systems: a review. ,"Ferrol-Schulte, D., Wolff, M., Ferse, S.C.A., Glaser, M. ",2013,8.84598,53.106758,,253-258,10.1016/j.marpol.2013.03.007,42,,Marine Policy 
Spatio-temporal patterns of C : N : P ratios in the northern Benguela upwelling regime,"Flohr, A., van der Plas, A. K., Emeis, K.-C., Mohrholz, V., Rixen, T. ",2013,13.416501,-12.590516,,10459-10489,10.5194/bgd-10-10459-2013.,10,,Biogeosciences Discussions 
Neosiphonia howei (Ceramiales: Rhodomelaceae) – a common epiphyte of the spreading coral reef alga Lobophora variegata (Dictyotales: Dictyotaceae). ,"Fricke, A., Titlyanova, T.V., Nugues, M.M., Bischof, K. ",2013,-68.961038,12.157384,,,10.1017/S1755267212001121,6,,Marine Biodiversity Records 
Amino acid composition and _15N of suspended matter in the Arabian Sea,"Gaye, B., Nagel, B., Dähnke, K., Rixen, T., Lahajnar, N., Emeis, K.-C. ",2013,64.33717,12.250151,,13317-13352,10.5194/bgd-10-13317-2013,10,,Biogeosciences Discuss 
"Energy demand of larval and juvenile cape horse mackerels, Trachurus capensis, and indications for hypoxia tolerance as benefit in a changing environment","Geist, S.J., Kunzmann, A., Ekau, W. ",2013,18.424055,-33.924869,,3221-3232,10.1007/s00227-013-2309-2,160,12,Marine Biology 
Coupled physical/biogeochemical modeling including O2-dependent processes in the Eastern Boundary Upwelling Systems: application in the Benguela,"Gutknecht, E., Dadou, I., Le Vu, B., Cambon, G., Sudre, J., Garcon, V., Machu, E., Rixen, T., Kock, A., Flohr, A., Paulmier, A., Lavik, G. ",2013,18.49041,-22.95764,,3559-3591,10.5194/bg-10-3559-2013,10,,Biogeosciences
Nitrogen transfers off Walvis Bay: a 3-D coupled physical/biogeochemical modeling approach in the Namibian upwelling system,"Gutknecht, E., Dadou, I., Marchesiello, P., Cambon, G., Le Vu, B.,Sudre, J., Garcon, V., Machu, E., Rixen, T., Kock, A., Flohr, A., Paulmier, A., Lavik, G",2013,18.49041,-22.95764,,4117-4135,10.5194/bg-10-3559-2013,10,,Biogeosciences
Aeolian to shallow-marine shelf architecture off a major desert since the Late Pleistocene (northern Mauritania). ,"Hanebuth, T.J.J., Mersmeyer, H., Kudrass, H.R., Westphal, H. ",2013,-10.940835,21.00789,,132-147,10.1016/j.geomorph.2013.08.031,203,,Geomorphology
"Pond aquaculture effluents traced along back-reef waters by standard water quality parameters, _15N in suspended matter and phytoplankton bioassays. ","Herbeck, L.S., Unger, D. ",2013,110.330235,19.983035,,71-86,10.3354/meps10170,478,,Marine Ecology Progress Series 
"Effluent, nutrient and organic matter export from shrimp and fish ponds causing eutrophication in coastal and back-reef waters of NE Hainan, tropical China. ","Herbeck, L.S., Unger, D., Wu, Y., Jennerjahn, T.C. ",2013,110.330235,19.983035,,92-104,10.1016/j.csr.2012.05.006,57,,Continental Shelf Research 
Experimental determination of stable carbon and isotope fractionation between mangrove leaves and crabs,"Herbon, C.M., Nordhaus, I. ",2013,110.712246,-7.614529,,91-105,,490,,Marine Ecology Progress Series 
"Spatio-temporal variations in nutrient supply of the Brantas River to Madura Strait coastal waters, Java, Indonesia, related to human alterations in the catchment and a mud volcano","Jänen, I., Adi, S., Jennerjahn, T.C. ",2013,110.712246,-7.614529,,73-93,,10,1,"Asian Journal of Water, Environment and Pollution "
"Benthic reef primary production in response to large amplitude internal waves at the Similan Islands (Amadan Sea, Thailand","Jantzen, C., Schmidt, G.M., Wild, C., Roder, C., Khokiattiwong, S., Richter, C. ",2013,95.729982,11.287888,,,10.1371/journal.pone.0081834,8,11,Plos One 
"Editorial - Human activities and natural disasters affecting water quality and ecology of the Brantas River and Madura Strait coastal waters, Java, Indonesia. Editorial to Special Issue","Jennerjahn, T.C., Adi, S., Schroeder, F. ",2013,110.712246,-7.614529,,1-4,,10,1,"Asian Journal of Water, Environment and Pollution "
"Environmental impact of mud volcano inputs on the anthropogenically altered Porong River and Madura Strait coastal waters, Java, Indonesia. ","Jennerjahn, T.C., Jänen, I., Propp, C., Adi, S., Nugroho, S.P. ",2013,110.712246,-7.614529,,152-160,10.1016/j.ecss.2013.04.007,130,,"Estuarine, Coastal and Shelf Science "
"Does high silicate supply control phytoplankton and particulate organic matter composition in two eutrophic reservoirs in the Brantas River catchment, Java, Indonesia? ","Jennerjahn, T.C., Klöpper, S. ",2013,110.712246,-7.614529,,41-53,,10,1,"Asian Journal of Water, Environment and Pollution "
"Pressures, stresses, shocks and treds in estuarine ecosystems – an introduction and synthesis","Jennerjahn, T.C., Mitchell, S.B",2013,8.84598,53.106758,,1-8,10.1016/j.ecss.2013.07.008,130,,"Estuarine, Coastal and Shelf Science "
"Land-Sea Interactions in Tropical Ecosystems of Hainan, China. Editorial to Special Issue","Jennerjahn, T.C., Zhang, J., Wang, D.R., Dsikowitzky, L. ",2013,109.949686,19.566395,,1-2,10.1016/j.csr.2012.11.013,57,,Continental Shelf Research 
"In-situ effects of simulated overfishing and eutrophication on benthic coral reef algae growth, succession, and composition in the central Red Sea","Jessen, C., Roder, C., Villa Lizcano, J.F., Voolstra, C.R., Wild, C. ",2013,39.123146,22.30229,,,10.1371/journal.pone.0066992,8,6,Plos One 
In-situ effects of eutrophication and overfishing on physiology and bacterial diversity of the Red Sea coral Acropora hemprichii,"Jessen, C., Villa Lizcano, J.F., Bayer, T., Roder, C., Aranda, M., Wild, C., Voolstra, C.R. ",2013,38.512573,20.280232,,,10.1371/journal.pone.0062091,8,4,Plos One 
Herbivory effects on benthic algal composition and growth on a coral reef flat in the Egyptian Red Sea,"Jessen, C., Wild, C. ",2013,38.512573,20.280232,,9-21,,476,,Marine Ecology Progress Series 
Natural and human influences on nutrient transport through a small subtropical Chinese estuary,"Kaiser, D., Unger, D., Qiu, G., Zhou, H., Gan, H. ",2013,110.152717,22.62061,,92-107,10.1016/j.scitotenv.2013.01.096,450,451,Science of the Total Environment 
No evidence of shelter providing a metabolic advantage to the false clown anemonefish Amphiprion ocellaris. ,"Kegler, P., Kunzmann, A., Bröhl, S., Herbert, N.A. ",2013,8.84598,53.106758,,708-713,10.1111/jfb.12013.,82,2,Journal of Fish Biology 
"Bryoliths constructed by bryozoans in symbiotic association with hermit crabs in a tropical heterozoan carbonate system, Golfe d'Arguin, Mauritania","Klicpera, A., Taylor, P.D., Westphal, H. ",2013,-16.252214,20.598559,,429-444,10.1007/s12526-013-0173-4,43,4,Marine Biodiversity 
Estimating at-sea mortality of marine turtles from stranding frequencies and drifter experiments,"Koch, V., Peckham, H., Mancini, A., Eguchi, T. ",2013,-111.666072,26.044445,,,10.1371/journal.pone.0056776,8,2,Plos One 
"From food to feed: Assessment of the stationary lift net fishery of East Hainan, Northern South China Sea","Krumme, U., Wang, T.C., Wang, D.R. ",2013,-111.666072,26.044445,,105-116,10.1016/j.csr.2012.04.011,57,,Continental Shelf Research 
What makes them follow the rules? Empirical evidence from turtle egg harvesters in Costa Rica,"Madrigal-Ballestero, R., Schlüter, A., Lopez, M. C. ",2013,-83.753428,9.748917,,270-277,10.1016/j.marpol.2012.05.009,37,,Marine Policy 
Public perceptions of the performance of community-based drinking water organizations in Costa Rica,"Madrigal-Ballestero, R., Alpízar, F., Schlüter, A. ",2013,-83.753428,9.748917,,43-56,10.1016/j.wrr.2013.10.001,1,2,Water Resources and Rural Development 
N-cycling and balancing of the N-deficit generated in the oxygen minimum zone over the Namibian shelf - an isotope-based approach. ,"Nagel, B., Emeis, K.-C., Flohr, A., Rixen, T., Schlarbaum, T., Mohrholz, V., van der Plas, A. ",2013,8.84598,53.106758,,361-371,10.1002/jgrg.20040,118,1,Journal of Geophysical Research: Biogeosciences 
